id,status,target_surface,app_category,app_subcategory,title,price_text,price_value,currency,city,country,seller,phone,description,image_urls,source_site,source_url,scraped_at,make,model,trim,year,condition,transmission,color,mileage_km,attributes
jacars-2510914,pending,vehicles,vehicles,cars,"Subaru G4 2,0L 2018","JA$ 1,850,000",1850000,JMD,Saint Ann,Jamaica,JACars Vehicles,,"Subaru G4 2,0L 2018 - JA$ 1,850,000 - Saint Ann - Yesterday",https://cdn2.jacars.net/media/cache/5d/91/5d919fd33887a4e07a675289ee020498.webp|https://cdn2.jacars.net/media/cache/d1/35/d13557521a9825927a423bc27fd72c48.webp|https://cdn2.jacars.net/media/cache/54/bd/54bd15560b1f7df33f28bcc32ce6bef1.webp|https://cdn2.jacars.net/media/cache/cc/2a/cc2a3bab6b6e538e968107a20570de45.webp|https://cdn2.jacars.net/media/cache/c5/9f/c59f4f2805a0da725e13648a52321fb6.webp|https://cdn2.jacars.net/media/cache/54/b0/54b02aac955befad0c326361471300e5.webp|https://cdn2.jacars.net/media/cache/97/77/97772498c5fed90b2cbbec706e1a9636.webp|https://cdn2.jacars.net/media/cache/79/ac/79ac2b8e94b06f05681cf95af89f2ca8.webp|https://cdn2.jacars.net/media/cache/c9/94/c9948f99e048c9c7515fd96b1238ff88.webp|https://cdn2.jacars.net/media/cache/d0/48/d0481464caa96b2ffb0925c13e1cb233.webp,JACars Vehicles,/adv/2510914_subaru-g4-2-0l-2018/,2026-05-05T19:59:25.484Z,Subaru,G4,,2018,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
jacars-2510906,pending,vehicles,vehicles,cars,"BMW 4-Series 2,0L 2016","JA$ 2,200,000",2200000,JMD,Saint James,Jamaica,JACars Vehicles,,"BMW 4-Series 2,0L 2016 - JA$ 2,200,000 - Saint James - Yesterday",https://cdn2.jacars.net/media/cache/2b/e0/2be05c6fd30ea7114b7e3919d1bbae4a.webp|https://cdn2.jacars.net/media/cache/58/f0/58f0a1839f1b586a4b6a2d2b20663d05.webp|https://cdn2.jacars.net/media/cache/2b/6e/2b6ea666929e19d38ce1683159ffcb69.webp|https://cdn2.jacars.net/media/cache/d2/ed/d2ed97dd801802e63489ac1734222826.webp|https://cdn2.jacars.net/media/cache/ca/54/ca548ce3e2a90ab38b83eb8fc934fa65.webp|https://cdn2.jacars.net/media/cache/fe/8e/fe8e98780e8302e845101c9b01310df2.webp|https://cdn2.jacars.net/media/cache/51/92/51922c31fdd8eaa936335228e705d9d4.webp|https://cdn2.jacars.net/media/cache/63/44/63448402f2676e66a57ce5f1d3acdd18.webp|https://cdn2.jacars.net/media/cache/e0/17/e01735bae907584544264f0f384e4bc7.webp|https://cdn2.jacars.net/media/cache/0a/e2/0ae2b6a426d99d4aec5c01b552cddc15.webp,JACars Vehicles,/adv/2510906_bmw-4-series-2-0l-2016/,2026-05-05T19:59:25.484Z,BMW,4-Series,,2016,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
jacars-2510866,pending,vehicles,vehicles,cars,"Audi Q3 1,4L 2017","JA$ 3,000,000",3000000,JMD,Kingston,Jamaica,JACars Vehicles,,"Audi Q3 1,4L 2017 - JA$ 3,000,000 - Kingston - Yesterday",https://cdn2.jacars.net/media/cache/ec/4d/ec4df27daf70cee74244423e7e931651.webp|https://cdn2.jacars.net/media/cache/3a/4f/3a4f553de109108ead4059f49f821b1e.webp|https://cdn2.jacars.net/media/cache/82/69/8269c68b2b18a70ed83f1d7e5fe5f824.webp|https://cdn2.jacars.net/media/cache/57/11/5711ee473525826598704623529bd835.webp|https://cdn2.jacars.net/media/cache/21/a7/21a7b926c36b0145ab848b7adb8e360b.webp,JACars Vehicles,/adv/2510866_audi-q3-1-4l-2017/,2026-05-05T19:59:25.484Z,Audi,Q3,,2017,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
jacars-2510945,pending,vehicles,vehicles,cars,"BMW X3 3,0L 2024","JA$ 6,999,000",6999000,JMD,Kingston,Jamaica,JACars Vehicles,,"BMW X3 3,0L 2024 - JA$ 6,999,000 - Kingston - Today",https://cdn2.jacars.net/media/cache/0f/7e/0f7e8f8ce6404fb2a9601772f77c1d23.webp|https://cdn2.jacars.net/media/cache/91/ed/91ed60b37282369a44b74b96281a96ec.webp|https://cdn2.jacars.net/media/cache/0e/b2/0eb29187a5386b664c8d934f6241d732.webp|https://cdn2.jacars.net/media/cache/d4/91/d491b8dada2251fc0ac8413712f74799.webp|https://cdn2.jacars.net/media/cache/a4/4c/a44c4e8927b603fc4965646bc7c8543e.webp|https://cdn2.jacars.net/media/cache/c6/b3/c6b3cbad22827e662c47079d6af9a095.webp,JACars Vehicles,/adv/2510945_bmw-x3-3-0l-2024/,2026-05-05T19:59:25.483Z,BMW,X3,,2024,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510942,pending,vehicles,vehicles,cars,"Toyota Voxy 2,0L 2016","JA$ 2,999,999",2999999,JMD,Manchester,Jamaica,White Line Auto Hub,,"Toyota Voxy 2,0L 2016 - JA$ 2,999,999 - Manchester - Today",https://cdn2.jacars.net/media/cache/30/ea/30eadb40cb1067c3109de8af422489cf.webp|https://cdn2.jacars.net/media/cache/a5/00/a50008970ff2f2b649fb852e281addf8.webp|https://cdn2.jacars.net/media/cache/89/c3/89c37b5f76d25cca89b42b4af2a10a7c.webp|https://cdn2.jacars.net/media/cache/af/73/af73a7bcf1bde12b93c3ce5a250484f1.webp|https://cdn2.jacars.net/media/cache/53/ab/53ab534ff252bec10d457d69f18990e3.webp|https://cdn2.jacars.net/media/cache/0c/f0/0cf09b88308f17f1aa0fe086f11c1502.webp|https://cdn2.jacars.net/media/cache/e2/64/e2641c9b9887bdc5fbaadc6c6e3a9015.webp|https://cdn2.jacars.net/media/cache/54/dd/54ddccb4fa50db682a855cc1dfab5db5.webp|https://cdn2.jacars.net/media/cache/36/03/36033eb6e6eb79d3bff197ab2867f53c.webp|https://cdn2.jacars.net/media/cache/d1/86/d186b19077b562ae5b24d0f064168f90.webp|https://cdn2.jacars.net/media/cache/6f/a6/6fa6568df51a33fe141cbe568f9e6593.webp|https://cdn2.jacars.net/media/cache/ef/3b/ef3b3a4adb61c70d458f19c7872fa64a.webp|https://cdn2.jacars.net/media/cache/70/04/70042ee34258e3e7fac762227157c71d.webp|https://cdn2.jacars.net/media/cache/23/12/23126c15c0ee28e2fea8a8235ae4ad31.webp|https://cdn2.jacars.net/media/cache/86/f9/86f9e5093e63e56daa4540c5c94fb60b.webp|https://cdn2.jacars.net/media/cache/61/05/610517eb893f9dc923e2f3724a187cd0.webp|https://cdn2.jacars.net/media/cache/32/c9/32c94553d3ec8be9537256b10317b289.webp|https://cdn2.jacars.net/media/cache/b7/c1/b7c19ac528c7706a874110d1271ae904.webp|https://cdn2.jacars.net/media/cache/6b/7e/6b7ee97f9162c9fffdc776c47962fe5e.webp|https://cdn2.jacars.net/media/cache/6a/d5/6ad5db69d40232be69a49bc75779d85d.webp|https://cdn2.jacars.net/media/cache/8e/6d/8e6d8a0d15f9e9ec81f5f558670f3229.webp|https://cdn2.jacars.net/media/cache/c6/c7/c6c73c6f16bad5464330f2d4c8c66be7.webp|https://cdn2.jacars.net/media/cache/5f/58/5f58c04c5388957f349660253deddd6b.webp|https://cdn2.jacars.net/media/cache/95/b6/95b6edf7fb7568569d6c99e82875d2d5.webp|https://cdn2.jacars.net/media/cache/4b/1e/4b1ed7dbf8dd9ad29b2df2d34ef72d35.webp|https://cdn2.jacars.net/media/cache/23/20/2320a7d8a81ee62ee8dd8eec36b6fffb.webp|https://cdn2.jacars.net/media/cache/47/cd/47cdedfdc7befaa2a3b09a85dbbb9ec3.webp|https://cdn2.jacars.net/media/cache/ae/59/ae59216851a18dcce785449085a99328.webp,JACars Vehicles,/adv/2510942_toyota-voxy-2-0l-2016/,2026-05-05T19:59:25.483Z,Toyota,Voxy,,2016,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2505195,pending,vehicles,vehicles,cars,"BMW X6 3,0L 2017","JA$ 6,200,000",6200000,JMD,Saint Andrew,Jamaica,Jam One Auto Sales Company Ltd,,"BMW X6 3,0L 2017 - JA$ 6,200,000 - Saint Andrew - Today",https://cdn2.jacars.net/media/cache/18/c4/18c4e16ea240728227654df500717c78.webp|https://cdn2.jacars.net/media/cache/51/59/5159cf713ec7dad9177bc5333def689e.webp|https://cdn2.jacars.net/media/cache/ce/22/ce229820208eb6fac3f039ac45565e9d.webp|https://cdn2.jacars.net/media/cache/94/27/9427a9d3923c844056c2c5b99b1ab280.webp|https://cdn2.jacars.net/media/cache/49/7a/497a3d08a6e2db8aa67695a59b0d9528.webp|https://cdn2.jacars.net/media/cache/39/4b/394b8502efcd9646e883a8d8bc2bcc63.webp|https://cdn2.jacars.net/media/cache/d6/5d/d65de52d690891c261ea921e39bf9e0f.webp|https://cdn2.jacars.net/media/cache/fc/ac/fcacc3f11129d634d34c16784e9bdff1.webp|https://cdn2.jacars.net/media/cache/b1/ea/b1ea549d546042544c92e0f5d070bbce.webp|https://cdn2.jacars.net/media/cache/f7/f5/f7f50c39e0f9bc3ab4f095bbb15ebba8.webp,JACars Vehicles,/adv/2505195_bmw-x6-3-0l-2017/,2026-05-05T19:59:25.483Z,BMW,X6,,2017,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510930,pending,vehicles,vehicles,cars,"Mazda Premacy 2,0L 2013","JA$ 800,000",800000,JMD,Kingston,Jamaica,JACars Vehicles,,"Mazda Premacy 2,0L 2013 - JA$ 800,000 - Kingston - Today",https://cdn2.jacars.net/media/cache/80/aa/80aa5def48d94c66a5dee5d96b687f52.webp|https://cdn2.jacars.net/media/cache/9a/3a/9a3af2f456c153aea668fd2aaeeb7e7c.webp|https://cdn2.jacars.net/media/cache/87/b8/87b8be59c991d3c7c21a49a3baa760b0.webp|https://cdn2.jacars.net/media/cache/7e/4f/7e4f993f405f1f4d669fff9046992a59.webp|https://cdn2.jacars.net/media/cache/8b/3e/8b3e9ca70a5efd94dbd13e1c65adf1f4.webp|https://cdn2.jacars.net/media/cache/58/62/5862b4e15c60913fa24cb5c441651a40.webp|https://cdn2.jacars.net/media/cache/d2/16/d216b3a35b6d3aa8ee4642581c5e905f.webp|https://cdn2.jacars.net/media/cache/da/76/da76e4543cb53ab64c0eceff0e31472a.webp|https://cdn2.jacars.net/media/cache/e7/fc/e7fc3d41c8337de2ef521d414c1b05b6.webp|https://cdn2.jacars.net/media/cache/c7/b2/c7b269c8c9670e023632213c7f459e4e.webp|https://cdn2.jacars.net/media/cache/bc/80/bc802de99cf1a8d767c42b4d18cbe8d4.webp|https://cdn2.jacars.net/media/cache/84/a7/84a7dfc0c7ea4092893b0f20617d54e7.webp|https://cdn2.jacars.net/media/cache/c2/49/c24925e6618a4d24899df4ccb28c95d8.webp|https://cdn2.jacars.net/media/cache/f3/f0/f3f01174bf12372c21e54feaf48eaf4d.webp,JACars Vehicles,/adv/2510930_mazda-premacy-2-0l-2013/,2026-05-05T19:59:25.483Z,Mazda,Premacy,,2013,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510899,pending,vehicles,vehicles,cars,"Honda CR-V 2,0L 2019","JA$ 5,050,000",5050000,JMD,Manchester,Jamaica,DL Automotives,,"Honda CR-V 2,0L 2019 - JA$ 5,050,000 - Manchester - Today",https://cdn2.jacars.net/media/cache/28/f8/28f85e925a19c66cc1039146873d8d9f.webp|https://cdn2.jacars.net/media/cache/97/1d/971d20c2bc753f90344895be069769a4.webp|https://cdn2.jacars.net/media/cache/ea/69/ea69e5a12223a370d638dc263aa4ab8b.webp|https://cdn2.jacars.net/media/cache/b9/9e/b99e53affa377089f10dc769508a2c09.webp|https://cdn2.jacars.net/media/cache/10/21/102132f8fb1edc1d30c0e34ed75dc1d6.webp|https://cdn2.jacars.net/media/cache/58/7b/587b7749556eda165ac34aabc2e9c883.webp|https://cdn2.jacars.net/media/cache/50/5f/505f52187667c4492d0d1c98361a7786.webp|https://cdn2.jacars.net/media/cache/0e/d3/0ed3889549d4dfd41f5b48f58842ce8b.webp|https://cdn2.jacars.net/media/cache/38/a2/38a2ae53f40727fd2bf0866b9e9347e1.webp|https://cdn2.jacars.net/media/cache/6d/cc/6dccc72973832e07f6e8170ef2f23f19.webp,JACars Vehicles,/adv/2510899_honda-cr-v-2-0l-2019/,2026-05-05T19:59:25.482Z,Honda,CR-V,,2019,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510961,pending,vehicles,vehicles,cars,"BMW X6 3,0L 2022","JA$ 14,000,000",14000000,JMD,Saint James,Jamaica,JACars Vehicles,,"BMW X6 3,0L 2022 - JA$ 14,000,000 - Saint James - Today",https://cdn2.jacars.net/media/cache/90/f4/90f4915cc7d1c972f41158c1f4d7cd02.webp|https://cdn2.jacars.net/media/cache/89/58/895827f59b1c6396c2bedb155a1b5e46.webp|https://cdn2.jacars.net/media/cache/cb/cc/cbccf405ebbcfca29acc0c4b2a2de909.webp|https://cdn2.jacars.net/media/cache/92/ea/92ea4f179bcc74fb35863d40f59243b2.webp|https://cdn2.jacars.net/media/cache/ad/f7/adf7bc0740f766cbe831b017c96ae900.webp|https://cdn2.jacars.net/media/cache/f1/57/f157a7570001517f935dd8f5c82c88af.webp|https://cdn2.jacars.net/media/cache/56/50/565014d0d6f9dfbb2ed7955078f17d92.webp|https://cdn2.jacars.net/media/cache/74/5d/745dc938f3648e7b780b2cb2318c35cf.webp|https://cdn2.jacars.net/media/cache/fc/5c/fc5cca80d364fa5a8034facec71454a6.webp|https://cdn2.jacars.net/media/cache/c6/30/c630542eddbb951b373360f848c1b522.webp|https://cdn2.jacars.net/media/cache/ac/a6/aca640ad26a16bfcc4977e5b343f02c7.webp|https://cdn2.jacars.net/media/cache/84/ac/84ac7dcbed1c09a64672bdb1a7786b6f.webp|https://cdn2.jacars.net/media/cache/22/d6/22d6d5976d1fb0689d6cc303f6a8f094.webp,JACars Vehicles,/adv/2510961_bmw-x6-3-0l-2022/,2026-05-05T19:59:25.482Z,BMW,X6,,2022,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510957,pending,vehicles,vehicles,cars,"Mitsubishi Evolution 2,0L 1998","JA$ 3,800,000",3800000,JMD,Saint Ann,Jamaica,JACars Vehicles,,"Mitsubishi Evolution 2,0L 1998 - JA$ 3,800,000 - Saint Ann - Today",https://cdn2.jacars.net/media/cache/f3/01/f301006a3bce5da97ab0b8d2c2c00255.webp|https://cdn2.jacars.net/media/cache/be/3e/be3e568560fa1065f10726acae77c971.webp|https://cdn2.jacars.net/media/cache/9b/95/9b9520a44d82df548fe95d1d9325a544.webp|https://cdn2.jacars.net/media/cache/a4/b7/a4b7cdbe77dde1a944a7109a5ca86427.webp|https://cdn2.jacars.net/media/cache/b9/94/b9949fdf5f3aa23cdf04a7ab65641496.webp|https://cdn2.jacars.net/media/cache/9e/a5/9ea55009fbc8666df078f019c583f362.webp|https://cdn2.jacars.net/media/cache/a0/3d/a03d66ea9163e367c80fb0bf8b36af6f.webp|https://cdn2.jacars.net/media/cache/86/8b/868b951ccbb5fd19cf53c2665e460f88.webp|https://cdn2.jacars.net/media/cache/af/1f/af1fefd3a5ce730ed2a791ebe76d9826.webp,JACars Vehicles,/adv/2510957_mitsubishi-evolution-2-0l-1998/,2026-05-05T19:59:25.482Z,Mitsubishi,Evolution,,1998,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510180,pending,vehicles,vehicles,cars,"Suzuki Swift 1,2L 2018","JA$ 1,480,000",1480000,JMD,Kingston,Jamaica,Andre,,"Suzuki Swift 1,2L 2018 - JA$ 1,480,000 - Kingston - Today",https://cdn2.jacars.net/media/cache/c0/e7/c0e70619d9e87271bff740c04b6c5b17.webp|https://cdn2.jacars.net/media/cache/59/ac/59ac68bb7eb73def1d174bf0b4f8fd98.webp|https://cdn2.jacars.net/media/cache/9f/af/9faf069697694ca63707a8e2037b18c4.webp|https://cdn2.jacars.net/media/cache/55/82/5582ef73e255b415fd46f291243a0a7a.webp|https://cdn2.jacars.net/media/cache/5f/8e/5f8e642d360184382e3ca1e65f2689b7.webp|https://cdn2.jacars.net/media/cache/22/4b/224b5c023e4e297f8283f35353c35ed7.webp|https://cdn2.jacars.net/media/cache/b9/de/b9deca010ed82d4267132e775cb3c9be.webp|https://cdn2.jacars.net/media/cache/0e/3a/0e3a6969978309305387ca3a3a4f2d71.webp|https://cdn2.jacars.net/media/cache/1b/94/1b94cd8ce1b7fa71f700e9d3c5c89c0c.webp|https://cdn2.jacars.net/media/cache/81/58/81589f774d86e81543a32c07aa3ae6f2.webp|https://cdn2.jacars.net/media/cache/c6/ed/c6ed8392861a682b8103f85c6ffd713f.webp|https://cdn2.jacars.net/media/cache/50/bb/50bb05f17117fb53c6104c565fc474a4.webp|https://cdn2.jacars.net/media/cache/78/0f/780f1670da37c9b15b09d45adfddf13f.webp,JACars Vehicles,/adv/2510180_suzuki-swift-1-2l-2018/,2026-05-05T19:59:25.481Z,Suzuki,Swift,,2018,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510902,pending,vehicles,vehicles,cars,"Toyota Mark X 2,5L 2016","JA$ 3,600,000",3600000,JMD,Manchester,Jamaica,DL Automotives,,"Toyota Mark X 2,5L 2016 - JA$ 3,600,000 - Manchester - Today",https://cdn2.jacars.net/media/cache/76/bb/76bb9a1363aa781976bf36d375fa0fd5.webp|https://cdn2.jacars.net/media/cache/82/72/82722008c1dfaa8b6c859ee9fc9d8136.webp|https://cdn2.jacars.net/media/cache/e6/87/e687b696c8b6a05723cfb02930433dd2.webp|https://cdn2.jacars.net/media/cache/9f/76/9f76832a8961172ed217047f977cbbaf.webp|https://cdn2.jacars.net/media/cache/f9/10/f9103ab03415f10b57c247434c0c8e9f.webp|https://cdn2.jacars.net/media/cache/32/2b/322ba7dd2c05b99dfc4165aec57c926b.webp|https://cdn2.jacars.net/media/cache/94/80/9480a1165ea36b708753fb172b02e42b.webp|https://cdn2.jacars.net/media/cache/d0/41/d041395af3537d6ea5d67869f9e9acce.webp|https://cdn2.jacars.net/media/cache/4f/4a/4f4a1f2f19a9abc88da943826616f374.webp|https://cdn2.jacars.net/media/cache/5d/4d/5d4d027dfe49c4df5f7806613cef1c42.webp|https://cdn2.jacars.net/media/cache/d2/c5/d2c5f7f4f9be7a79c9f4dad2aaeffe12.webp|https://cdn2.jacars.net/media/cache/f1/9a/f19afe7cf0fca440d50659b0c2fa2ae1.webp|https://cdn2.jacars.net/media/cache/de/aa/deaa52f3bdc8ce4bedf9a36fe8207e7e.webp|https://cdn2.jacars.net/media/cache/6d/cc/6dccc72973832e07f6e8170ef2f23f19.webp,JACars Vehicles,/adv/2510902_toyota-mark-x-2-5l-2016/,2026-05-05T19:59:25.481Z,Toyota,Mark X,,2016,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510901,pending,vehicles,vehicles,cars,"BMW 3-Series 2,0L 2017","JA$ 3,050,000",3050000,JMD,Manchester,Jamaica,DL Automotives,,"BMW 3-Series 2,0L 2017 - JA$ 3,050,000 - Manchester - Today",https://cdn2.jacars.net/media/cache/03/bd/03bdc4ceb57f0915921d45494908299d.webp|https://cdn2.jacars.net/media/cache/6f/06/6f068a05f849ec5e5f405d49b9b8697c.webp|https://cdn2.jacars.net/media/cache/58/4c/584c7b9b624fd5088241c234014224eb.webp|https://cdn2.jacars.net/media/cache/d8/a0/d8a0d80268f75b4dbe811954edbffaca.webp|https://cdn2.jacars.net/media/cache/2b/59/2b59e642cb17eb21b032753d4e774094.webp|https://cdn2.jacars.net/media/cache/9f/41/9f4104a58f938acbd9499d8cdda91680.webp|https://cdn2.jacars.net/media/cache/a5/a4/a5a44d22c578487a1f2dcc917e07702d.webp|https://cdn2.jacars.net/media/cache/b6/be/b6be48da000bf7ba1b3c848d094edd9d.webp|https://cdn2.jacars.net/media/cache/0a/a6/0aa6658091ec426a8aa328201d4abc0b.webp|https://cdn2.jacars.net/media/cache/7b/1b/7b1b21b22bab1a49be52ae9a733e2564.webp|https://cdn2.jacars.net/media/cache/1e/0d/1e0d0f0e24a3e2effce080292cc30558.webp|https://cdn2.jacars.net/media/cache/8e/10/8e1078bfa01e06ee8e594534cf09f22d.webp|https://cdn2.jacars.net/media/cache/6d/cc/6dccc72973832e07f6e8170ef2f23f19.webp,JACars Vehicles,/adv/2510901_bmw-3-series-2-0l-2017/,2026-05-05T19:59:25.481Z,BMW,3-Series,,2017,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510989,pending,vehicles,vehicles,cars,"Toyota Mark X 2,5L 2015","JA$ 3,290,000",3290000,JMD,Saint James,Jamaica,Sanari Auto,,"Toyota Mark X 2,5L 2015 - JA$ 3,290,000 - Saint James - Today",https://cdn2.jacars.net/media/cache/a3/9e/a39eed39929a263ca45de7d6073c0bac.webp|https://cdn2.jacars.net/media/cache/f0/72/f0720123d88bf6230516bd9ac61207eb.webp|https://cdn2.jacars.net/media/cache/b8/bf/b8bf02c47d07756758b31a1e4b6d5682.webp|https://cdn2.jacars.net/media/cache/6a/d0/6ad060e7f77f3d33198bc4c98fa4cbc6.webp|https://cdn2.jacars.net/media/cache/e6/6a/e66add3065d7e99a9829fb98c8231b57.webp|https://cdn2.jacars.net/media/cache/c1/23/c123708ad7961246964d16ca7331a5d9.webp|https://cdn2.jacars.net/media/cache/f4/00/f400cf4395ee3116eb05e4c548ccbec1.webp|https://cdn2.jacars.net/media/cache/0c/cc/0ccc58733e2f08ccaf11e1aff678b54b.webp|https://cdn2.jacars.net/media/cache/dd/78/dd7834879ffa2b77e5227478cf6009c2.webp|https://cdn2.jacars.net/media/cache/55/10/5510c488f32cbec6c7ddb68ea0ef2974.webp,JACars Vehicles,/adv/2510989_toyota-mark-x-2-5l-2015/,2026-05-05T19:59:25.480Z,Toyota,Mark X,,2015,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2510134,pending,vehicles,vehicles,cars,"Honda Insight 1,4L 2020","JA$ 3,400,000 JA$ 3,650,000",34000003650000,JMD,Kingston,Jamaica,JACars Vehicles,,"Honda Insight 1,4L 2020 - JA$ 3,400,000 JA$ 3,650,000 - Kingston - Today",https://cdn2.jacars.net/media/cache/47/0b/470b400dadfea65dbb13ac852b760ae5.webp|https://cdn2.jacars.net/media/cache/d0/9e/d09ed94e1e192841b585e0746d854da2.webp|https://cdn2.jacars.net/media/cache/57/b6/57b69e9a0da01c91a36bcbbfe5fde08c.webp|https://cdn2.jacars.net/media/cache/87/0b/870bf4c8a33232a9bdd0972fc6a0b59c.webp|https://cdn2.jacars.net/media/cache/3c/d8/3cd82816bc2d9cd632e51312cac0be5a.webp|https://cdn2.jacars.net/media/cache/cc/ea/ccea520f09ea1ada8ba42827e11b8e34.webp|https://cdn2.jacars.net/media/cache/a5/e5/a5e5beb317d6d33ef18ad90057eba14d.webp|https://cdn2.jacars.net/media/cache/01/2c/012c09d8bf1a2a867a8df2204183c6a3.webp|https://cdn2.jacars.net/media/cache/4f/e4/4fe482cfd0131a4eb9c4ae1aa402df14.webp|https://cdn2.jacars.net/media/cache/2b/b6/2bb6862a15c1ed25ad55478a18bfc4d7.webp|https://cdn2.jacars.net/media/cache/3c/b7/3cb7ed82effc27303bd7527e210acce9.webp|https://cdn2.jacars.net/media/cache/79/4a/794a2afa811fe1f156c1531e0c65fd44.webp|https://cdn2.jacars.net/media/cache/04/ac/04acb5ee8090d44528a6780005b05183.webp|https://cdn2.jacars.net/media/cache/34/5c/345c0edbf70627c585f85314fbe9aa67.webp,JACars Vehicles,/adv/2510134_honda-insight-1-4l-2020/,2026-05-05T19:59:25.480Z,Honda,Insight,,2020,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2506515,pending,vehicles,vehicles,cars,"BMW 3-Series 2,0L 2015","JA$ 2,330,000",2330000,JMD,Manchester,Jamaica,JACars Vehicles,,"BMW 3-Series 2,0L 2015 - JA$ 2,330,000 - Manchester - Today",https://cdn2.jacars.net/media/cache/09/10/091011f8c73f7041e6e7f8add7143277.webp|https://cdn2.jacars.net/media/cache/ea/87/ea87ce36bb85e4e371ad8adb5e4e77ad.webp|https://cdn2.jacars.net/media/cache/96/4b/964b4bbd8c8aa82c5db0f7995c298991.webp|https://cdn2.jacars.net/media/cache/04/9a/049ab386a340f8fa79ac6a372ebfab34.webp|https://cdn2.jacars.net/media/cache/8d/a6/8da648bfaf4da5a18e583e5bf320941a.webp|https://cdn2.jacars.net/media/cache/49/7a/497a102eb310ef6e9c37ab5d91e38071.webp|https://cdn2.jacars.net/media/cache/74/98/749843dc8a2d53ddb22d053d1a16000a.webp,JACars Vehicles,/adv/2506515_bmw-3-series-2-0l-2015/,2026-05-05T19:59:25.480Z,BMW,3-Series,,2015,used,,,,"{""sourceDate"":""Today"",""parser"":""jacars""}"
jacars-2509473,pending,vehicles,vehicles,cars,"Honda CR-V 1,5L 2017","JA$ 3,250,000",3250000,JMD,Kingston,Jamaica,JACars Vehicles,,"Honda CR-V 1,5L 2017 - JA$ 3,250,000 - Kingston - 3 hours ago",https://cdn2.jacars.net/media/cache/1c/ec/1cecdd7ba0d93036a8da3dd4b1b972bf.webp|https://cdn2.jacars.net/media/cache/25/b6/25b672dff651e7c06882f810df18cf23.webp|https://cdn2.jacars.net/media/cache/6b/c9/6bc9fff6b5f1ae4bf5159672e3a95b49.webp|https://cdn2.jacars.net/media/cache/e5/34/e534cda89005bfb56c136fd9c8070947.webp|https://cdn2.jacars.net/media/cache/ac/e8/ace88c0042ca400f7c18d660fc6da081.webp|https://cdn2.jacars.net/media/cache/a8/2e/a82e34346a01385558c81fe374584e51.webp|https://cdn2.jacars.net/media/cache/cc/43/cc4363958003027e60d927ea29baffac.webp|https://cdn2.jacars.net/media/cache/46/79/46794da2d133a787fc381f5bc2dd4fb7.webp|https://cdn2.jacars.net/media/cache/d9/75/d975ddb689b33623d3074d1603c2f7c4.webp|https://cdn2.jacars.net/media/cache/d5/42/d542e7f3acdbfa12bf1a40fb44233d6e.webp,JACars Vehicles,/adv/2509473_honda-cr-v-1-5l-2017/,2026-05-05T19:59:25.479Z,Honda,CR-V,,2017,used,,,,"{""sourceDate"":""3 hours ago"",""parser"":""jacars""}"
